id,text_EN,text_CZ,text,modified,onlyid
location_Hospodarstvi_u_rybnika,Farm By The Fishpond,Hospodářství u rybníka,釣り堀近くの農場,釣り堀近くの農場,
location_hospodarsky_d_KDsQJepR,Craftsmen's Yard Forge,Hospodářský dvůr kovárna,職人の庭の鍛冶場,職人の庭の鍛冶場,
location_Hospoda_zajezdni_sazava,Sasau Wagoners' Inn,Sázava zájezdní hostinec,ササウの御者の宿屋,サーザヴァの御者の宿屋,
location_Hospoda_zajezdni_rataje,Broken Wheel Inn,Rataje zájezdní hostinec,宿屋「壊れた車輪」,宿屋「壊れた車輪」,
location_Hospoda_Uzice,Uzhitz Tavern,Úžice hospoda,ウージッツの酒場,ウージツェの酒場,
location_Hospoda_Talmberk,Talmberg Tavern,Talmberk hospoda,タルムバークの酒場,タルムベルクの酒場,
location_Hospoda_Skalice,Skalitz Tavern,Skalice hospoda,スカリッツの酒場,スカリツェの酒場,
location_Hospoda_Sazava,Tavern on the Green,Sázava hospoda,緑地の酒場,緑地の酒場,
location_Hospoda_Samopse,Samopesh Tavern,Samopše hospoda,サモペシュの酒場,サモプシェの酒場,
location_Hospoda_Rataje_(horni),Tavern by the Gate,Rataje hospoda (horní),門近くの酒場,門近くの酒場,
location_Hospoda_Rataje_(dolni),Traders' Tavern,Rataje hospoda (dolní),商人の酒場,商人の酒場,
location_Hospoda_na_Mytince,Inn in the Glade,Hostinec zájezdní Na Mýtince,草地の宿屋,草地の宿屋,
location_Hospoda_Ledecko,Ledetchko Tavern,Ledečko hospoda,レデチコの酒場,レデチコの酒場,
location_Horni_hrad_Rataje,Rattay Upper Castle,Rataje Horní hrad,ラッタイ大城,ラタイェ大城,
location_horni_hrad_ra_NBBojMQc,"Upper Castle in Rattay, the Great Hall",Rataje Horní hrad rytířský sál,ラッタイ大城、大広間,ラタイェ大城、大広間,
location_Horni_hrad_Ra_0RJMVd6G,Upper Castle Rattay bailey,Rataje Horní hrad nádvoří,ラッタイ大城外壁,ラタイェ大城外壁,
location_Horni_brana_Rataje,Rattay Upper Gate,Rataje horní brána ,ラッタイの上門,ラタイェの上門,
location_honici_pole,Chase field,Honící pole,追跡地,追跡地,
location_herbalist,Herbalist,Chatrč Kořenářky,薬草屋,薬草屋,
location_Henslinuv_kemp,Henslin's camp,Henslinův tábor,ヘンスリンの野営地,ヘンスリンの野営地,
location_Hajenka_Talmberk,Talmberg Hunting Lodge,Talmberk hájenka,タルムバークの狩人の宿,タルムベルクの狩人の宿,
location_hageonovo_pole,Hagen's field,Hageonovo pole,ハーゲンの畑,ハゲンの畑,
location_Grunwald,Grunwald,Grunwald,グルンヴァルト,グルンヴァルト,
location_forest_vranik_w,Vranik Woods,Vranický les,ヴラーニクの森,ヴラニークの森,
location_forest_vranik_e,Vranik Forest,Vranický les,ヴラーニクの森,ヴラニークの森,
location_forest_tal_n,Talmberg Woods,Talmberský les,タルムバークの森,タルムベルクの森,
location_forest_sas_w,Sasau Woods,Sázavský les,ササウの森,サーザヴァの森,
location_forest_sas_n,Sasau Woods,Sázavský les,ササウの森,サーザヴァの森,
location_forest_sas_e,Sasau Woods,Sázavský les,ササウの森,サーザヴァの森,
location_forest_sam_s,Samopesh Woods,Samopešský les,サモペシュの森,サモプシェの森,
location_forest_sam_n,Samopesh Woods,Samopešský les,サモペシュの森,サモプシェの森,
location_forest_rat_s,Rattay Woods,Ratajský les,ラッタイの森,ラタイェの森,
location_forest_rat_n,Rattay Woods,Ratajský les,ラッタイの森,ラタイェの森,
location_forest_prib_w,Skalitz Woods,Skalický les,スカリッツの森,スカリツェの森,
location_forest_prib_n,Pribyslavitz Forest,Přibyslavický les,プリビスラヴィッツの森,プシビスラヴィツェの森,
location_forest_mrh,Merhojed Woods,Mrchojedský les,マホイエドの森,ムルホイェディの森,
location_forest_aus,Uzhitz Forest,Úžický les,ウージッツの森,ウージツェの森,
location_Foodshop,Victual shop,Zelinář ,食料品店,食料品店,
location_Florianuv_dum,Florian's House,Floriánův dům,フロリアンの家,フロリアンの家,
location_Fara_Uzice,Uzhitz Presbytery,Úžice fara,ウージッツの司祭館,ウージツェの司祭館,
location_Fara_Rataje,Rattay Presbytery,Rataje fara ,ラッタイの司祭館,ラタイェの司祭館,
location_dum_posledni_vule,Last Will house,Dům poslední vůle,遺言の家,遺言の家,
location_dum_mrtveho,Widow's House,Dům vdovy,未亡人の家,未亡人の家,
location_Dum_krejciho,Tailor's House,Dům krejčího,服屋の家,服屋の家,
location_Dreverubecky_kemp,Talmberg Woodcutters' Camp,Talmberk dřevorubecký tábor,タルムバークの木こりの野営地,タルムベルクの木こりの野営地,
location_Dolni_brana_Rataje,Rattay Lower Gate,Rataje dolní brána ,ラッタイの下門,ラタイェの下門,
location_dilna_penezokazcu,Counterfeiter's Workshop,Dílna penězokazců,偽造者の作業場,偽造者の作業場,
location_charcoalburners,Charcoal burners,Milíře,炭焼き職人,炭焼き職人,
location_Cesta_z_Talmb_hvh8iues,Talmberg Skalitz Road,Cesta z Talmberka do Skalice,タルムバーク-スカリッツ間道路,タルムベルク・スカリツェ間道路,
location_Cesta_mezi_Ra_BWM53FXj,Rattay-Neuhof road,Cesta mezi Ratajemi a Neuhofem,ラッタイ-ノイホフ間道路,ラタイェ-ネウホフ間道路,
location_Cesta_kolem_reky,Road by river,Cesta kolem řeky,川岸の道,川岸の道,
location_Certova_brazda,Devil's Furrow,Čertova brázda,悪魔のわだち,悪魔のわだち,
location_Carodejny_palouk,Witches' Lea,Čarodějný palouk,魔女の牧草地,魔女の牧草地,
location_Butcher,Butcher,Řezník ,肉屋,肉屋,
location_budinsky_mlyn,Budin Mill,Budín mlýn,ブダンの製粉場,ブダンの製粉場,
location_Broda,Broda,Broda,ブローダ,ブローダ,
location_brod_u_sazavy,Sasau ford,Brod u Sázavy,ササウの浅瀬,サーザヴァの浅瀬,
location_Branka,Gate,Branka,門,門,
location_Bocni_vchod,Side Entrance,Boční vchod,側入口,側入口,
location_blouznicuv_dum,Delirious Man's House,Blouzničův dům,錯乱した男の家,錯乱した男の家,
location_bejbalej_vysl_CmjPN8rW,Old Whore's Former Husband,Bývalý vysloužilé prostitutky,老娼婦の前夫,老娼婦の前夫,
location_Bazina_u_Sazavy,Swamp by Sasau,Bažina u Sázavy,ササウ周辺の沼,サーザヴァ周辺の沼,
location_ANYWHERE,God knows where,Bůhvíkde,神のみぞ知る場所,神のみぞ知る場所,
