"id","text_EN","text_CZ","text","modified","onlyid"
"ui_nm_skin_boar","Boar hide","Kožešina z divočáka","イノシシの皮","イノシシの皮",
"ui_nm_boarKidney","Boar kidneys","Maso z divočáka –  ledvinky","イノシシの腎臓","イノシシの腎臓",
"ui_in_special_teethBoar","Nice trophy from the boar hunt, who knows how many asses this boar's tusk has torn. Suitable for charming the ladies, but also for various elixirs.","Pěkná trofej z lovu kanců, kdo ví kolik zadnic tenhle kančí kel už natrhl. Vhodný pro okouzlení dam, ale i do různých elixírů.","イノシシ狩りの立派な戦利品。この牙がどれだけの数の尻を引き裂いてきたことか。女性を魅了するのにぴったりだが、様々な霊薬にも使える",,
"ui_nm_boarMeat","Boar meat","Maso z divočáka","イノシシ肉","イノシシ肉",
"ui_in_boarMeat","Here is a good way for preparing wild boar meat. Cook the meat until tender. Crumble some bread and boil it in beer, add a little vinegar and salt. Slice some apples and fry them in lard. Then serve everything together You can also prepare pork and beef this way, but trust me that wild game meat is the most delicious.","Dobrý způsob jak vepřovinu divoků strojit  tento je. Maso vař, až měkké bude. Chleba nadrob a s pivem vař, trochu octa i soli přidej. Na plátky jablek pokrájej a na sádle osmaž. Tak všechno podávej. Maso můžeš takto i vepřové či hovězí strojit, ale věř, že maso divoké chuti nejlahodnější je.","イノシシ肉のいい食べ方を教えよう。まず、肉がしんなりするまで火を通す。次に、ほぐしたパンをビールで煮て、酢と塩を少し入れる。これとは別に、リンゴをスライスしてラードで炒める。最後に、以上を全部一緒に盛りつける。この食べ方は豚肉や牛肉にも合うが、やはり野生の獣の肉が一番うまい",,
"ui_nm_boarMeatSmoked","Smoked boar meat","Maso z divočáka – uzené","イノシシ肉の燻製","イノシシ肉の燻製",
"ui_nm_herb_urticaria","Nettle","Kopřiva","イラクサ","イラクサ",
"ui_in_lorebook_mandevilla","On the wonders of the land of India.","O zázracích země Indické.","インドという国の不可思議について",,
"ui_hud_sitting_action_inventory","Inventory","Inventář","インベントリ","インベントリ",
"perk_trafficker_desc","Stolen items in your inventory will lose their stolen status a quarter faster.","Kradené předměty ve tvém inventáři ztratí punc kradenosti o čtvtinu rychleji.","インベントリにある盗んだアイテムの盗品状態が、25&nbsp;%早く解除される",,
"perk_totally_legit_desc","Stolen weapons, armour and clothing in your inventory will lose their stolen status 20&nbsp;% faster.","Ukradené zbraně, zbroje a oděvy ve tvém inventáři ztratí punc kradenosti o 20&nbsp;% rychleji.","インベントリにある盗んだ武器、防具、衣服の盗品状態が、20&nbsp;%速く解除される",,
"perk_art_of_preservation_desc","Raw food and herbs you have in your inventory will spoil 50&nbsp;% slower.","Syrové jídlo a byliny, které máš v inventáři, se budou kazit o 50&nbsp;% pomaleji.","インベントリに入っている生の食料や薬草の腐敗速度が50&nbsp;%減少する",,
"char_FOUSEK_uiName","Whisker","Prachař Fousek","ウィスカー","説教師フォウセク",
"char_FOUSKOVA_STRAZ_1_uiName","Whisker's Guard","Fouskova stráž","ウィスカーの衛兵","フォウセクの衛兵",
"char_FOUSKOVA_STRAZ_2_uiName","Whisker's Guard","Fouskova stráž","ウィスカーの衛兵","フォウセクの衛兵",
"char_VRBA_uiName","Willow","Vrba","ウィロー","ヴルバ",
"char_VENCL_TORWART_uiName","Wenzel Torwart","Vencl Torwart","ウェンゼル・トールワート","フェンツル゠トルヴァルト",
"char_WALT_VON_KURZBACH_uiName","Walt von Kurzbach","Walt von Kurzbach","ウォルト・フォン・クルツバッハ","ヴァルト゠フォン゠クルツバッハ",
"ui_nm_player_shovel_wolfram","Wolfram's spade","Wolframovův rýč","ウォルフラムのシャベル","ウォルフラムのシャベル",
"ui_nm_warhammerStab","War hammer","Kladivo válečné","ウォーハンマー","戦鎚",
"perk_painkiller_desc","After performing a combo with a warhammer, mace or club, the affected enemy will not be able to perform a Dodge or a Master strike, and generally his ability to defend himself will be greatly reduced. The effect will last for 20 seconds.","Po provedeném kombu s válečným kladivem, palcátem či obuškem nedokáže zasažený provést úhyb nebo mistrovský sek a obecně bude jeho schopnost se dále bránit značně snížena. Efekt potrvá 20 sekund.","ウォーハンマー、メイス、棍棒でコンボを決めた後、ダメージを受けた敵は回避やマスターストライクを行えなくなり、全体的な防御能力が大幅に低下する。効果は20秒間続く","ウォーハンマー、メイス、棍棒でコンボを決めた後、ダメージを受けた敵は回避やマイスターハウを行えなくなり、全体的な防御能力が大幅に低下する。効果は20秒間続く",
"perk_bonebreaker_desc","If you wound an opponent with a war hammer, mace or cudgel, their stamina will recover 15&nbsp;% slower. The effect lasts for 15 seconds.","Pokud protivníka zraníš válečným kladivem, palcátem nebo obuškem, bude se mu o 15&nbsp;% pomaleji obnovovat Stamina. Efekt portvá 15 sekund.","ウォーハンマー、メイス、棍棒で敵に怪我をさせた場合、相手のスタミナの回復速度が15&nbsp;%低下する。効果は15秒間続く",,
"ui_in_warhammer01","The war hammer is considered by many to be as noble a weapon as the sword, since it is used where there is no room for swordplay and hard blows need to be dealt. The war hammer is therefore designed to penetrate armour and crush bones in the heat of battle.","Válečné kladivo považují mnozí za urozenou zbraň stejně jako meč, protože se používá tam, kde není prostor na šerm a je potřeba rozdávat tvrdé rány. Kladivo je určené k probíjení zbrojí a drcení kostí v bitevní vřavě.","ウォーハンマーは剣と同様、貴族のものと考えられている武器だ。剣を振り回すほどの広さはないが、強烈な攻撃を繰り出さなければならない場所で活躍する。そのため、ウォーハンマーは戦闘で相手の鎧を突き破り、骨を砕けるようにできている",,
"char_HEDVIKA_Z_UJEZDA_uiName","Lady Hedvika of Ujezd","Paní Hedvika z Újezda","ウジェズドのヘドヴィカ嬢","ウーイェストのヘドヴィカ夫人",
"char_UDO_VON_uiName","Udo von Tauberbischofsheim","Udo von Tauberbischofsheim","ウド","ウード゠フォン゠タウベルビショフシャイム",1
"char_ALBIK_Z_UNICOVA_uiName","Albich of Uniczow","Albík z Uničova","ウニチョフのアルビッヒ","ウニチョフのアルビーク",
"ui_codex_name_albik","Albich of Uniczow","Albík z Uničova","ウニチョフのアルビッヒ","ウニチョフのアルビーク",
"char_STARESINA_VLADIMIR_uiName","Vladimir","Vladimír","ウラジーミル","ヴラディミール",
"char_URSO_VON_MORGENSTERN_uiName","Urso von Morgenstern","Urso von Morgenstern","ウルソ・フォン・モルゲンシュテルン","ウルソ゠フォン゠モルゲンシュテルン",
"char_KOMORI_TROSKY_uiName","Chamberlain Ulrich","Komoří Ulrich von Schaumberg","ウルリッヒ","執事のウルリヒ゠フォン゠シャウムベルク",1
"char_RAUBITTER_ULRICH_uiName","Ulrich","Ulrich","ウルリッヒ","ウルリヒ",
"char_ULRICH_VON_ESCHENBACH_uiName","Ulrich von Remold","Ulrich von Remold","ウルリッヒ・フォン・レモルド","ウルリヒ゠フォン゠レモルド",
"ui_nm_wedding_beer3","Aujezd beer","Pivo z Újezda","ウーイェズドのビール","ウーイェストのピヴォ",
"ui_nh_eff_rec_grain_auschitz","Grain from Uzhitz","Obilí z Úžic","ウージッツの穀物","ウージツェの穀物",
"perk_airgyn_tav_lore_desc","Airgiyn tav is a Mongolian term for a superb horse. Additionally, you've gained much wisdom from the equestrian traditions of the Eastern steppes.","Airgiyn tav je mongolský výraz pro skvělého koně. Kromě toho jsi se naučil mnoho jiného z jezdecké moudrosti obyvatel východních stepí.","エアギウン・タブは名馬を表すモンゴル語だ。それだけでなく、あなたは東方の草原の馬術の伝統から多くの知恵を得てきた","エイルギーン゠タヴは名馬を表すモンゴル語だ。加えて、あなたは東方の草原の馬術の伝統から多くの知恵を得てきた",
"perk_airgyn_tav_name","Airgiyn Tav","Airgiyn tav","エアギウン・タヴ","エイルギーン゠タヴ",
"qname_pogrom_V0SX","Exodus","Exodus","エクソダス","エクソドゥス",
"char_MEJDL_ESTER_uiName","Esther","Mejdl Ester","エステル","エステル",
"ui_nm_taboryKutnohorsko_pukavecCap","Eggman's hat","Čepice pukavcova","エッグマンの帽子","プルカフツョフの帽子",
"ui_maplegend_gardenOfEden","Garden of Eden","Rajská zahrada","エデンの園","エデンの園",
"ui_nm_brooch_silver_enamel","Silver brooch enamelled","Brož stříbrná smaltovaná","エナメル加工した銀のブローチ","エナメル加工した銀のブローチ",
"char_ENNELEYN_uiName","Enneleyn","Enneleyn","エネレーン","エンネレイン",
"ui_in_tunic_short_apron","Short linen tunic with linen apron.","Krátká lněná tunika doplněná plátěnou zástěrou.","エプロン付きの丈の短い亜麻布のチュニック",,
"ui_nm_sermiryHuntingSwordJimram","Emmeram's hunting sword","Tesák řezníka Jimrama","エメラムのハンティングソード","イムラムのテサーク",
"char_ELISKA_Z_ZELEJOVA_uiName","Elishka","Eliška","エリシュカ","エリシュカ",
"char_ERIK_uiName","Erik","Erik","エリック","エリク",
"ui_nm_gambesonlong03_merik","Erik's pourpoint","Pourpoint Erikův","エリックのプールポワン","エリクのプールポワン",
"char_ELSE_OD_VACLAVA_uiName","Elsine Vaclavova","Elsine Václavova","エルシーヌ・ヴァツラヴォヴァ","エルシネ゠ヴァーツラヴォヴァ",
"ui_nm_sesivaniTonici_elsePerfume","Else's perfume","Voňavka od Else","エルゼの香水","エルセの香水",
"char_ELSE_JOHLINOVA_uiName","Else Johlin","Else Johlinova","エルゼ・ジョーリン","エルセ゠ヨフリノヴァ",
"ui_nm_traskavePoselstvi_gunpowderRecords","Eldris's notes on gunpowder","Eldrisovy záznamy o střelném prachu","エルドリスの火薬メモ","エルドリスの火薬メモ",
"char_OVCE_ARNOST_uiName","Ernie","Arnošt","エルニエ","アルノシュト",
"char_ARNOST_MOOSIG_uiName","Ernest Moosig","Arnošt Moosig","エルネスト・ムーシング","アルノシュト゠ムーンシグ",
"char_ELBEL_SPANGUS_uiName","Elbel Spangus","Elbel Spangus","エルベル・スパンガス","エルベル゠スパングス",
"perk_combo_C03_unarmed","Elbow Uppercut","Zvedák loktem","エルボーアッパー","肘打ちアッパー",
"perk_combo_C08_unarmed","Headbutt","Narážečka","エルボーバット","頭突き",
"ui_in_cap_chapBrooch","Elegant and slightly eccentric headdress decorated with a decent brooch.","Elegantní a mírně výstřední pokrývka hlavy zdobená slušivou broží.","エレガントで少しだけ奇抜な被り物。品のあるブローチで飾られている",,
"char_OBESENY_ANDEL_uiName","Angel","Anděl","エンジェル","アンジェル",
"char_ENDERLIN_MECIR_uiName","Master Enderlin","Mistr Enderlin","エンダーリン親方","エンデルリン親方",
"ui_nm_roastedPeas","Roasted peas","Pučálka neboli pálenec","エンドウ豆のロースト","エンドウ豆のロースト",
"char_KUN_PRODEJNI_MALESOV_5_uiName","Erdel","Erdel","エーデル","エーデル",
"perk_pivoslapek_name","Beerfoot","Pivošlápek","エール飲み","歩くビール",
"ui_nm_utokNaNebakov_osinaStash","Osina's key","Osinův klíč","オシナの鍵","オシナの鍵",
"ui_in_alias_loot_lorecChalice","A golden chalice gifted to the vineyard by one Pippo Spano of Ozora.","Zlatý kalich, jenž daroval vinici jakýsi Pippo Spano z Ozory.","オゾラのピッポ・スパーノによってブドウ畑に贈られた金の聖杯",,
"ui_nm_alias_loot_occamsRazor","Ockham's Razor","Ockhamova břitva","オッカムの剃刀","オッカムの剃刀",
"char_ODBOJAR_VYDRA_uiName","Otter","Vydra","オッター","ヴィドラ",
"ui_maplegend_taborOdboje_treasure","Otter's treasure","Vydrův poklad","オッターの財宝","ヴィドラの財宝",
"char_BERGOV_uiName","Otto von Bergow","Otto z Bergova","オットー・フォン・ベルゴー","オットー゠フォン゠ベルガウ",
"ui_codex_name_bergov","Otto III von Bergow","Otto III. z Bergova","オットー・フォン・ベルゴー3世","ベルガウのオットーIII世",
"ui_codex_name_ota_IV_mladsi","Otto IV von Bergow","Otto IV. mladší z Bergova","オットー・フォン・ベルゴー4世","ベルガウの若オットーIV世",
"ui_in_vezniNaTroskach_bergovBook1","A diary of dreams of Otto von Bergow.","Zápisník snů pana Otty z Bergova.","オットー・フォン・ベルゴーの夢日記",,
"ui_nm_alias_loot_potionForOto","Potion for little Otto","Lektvar pro malého Otu","オットー卿の息子の薬","オットーの息子の薬",
"char_ODOLEN_Z_VOTIC_uiName","Odolen von Wotitz","Odolen z Votic","オドレン・フォン・ヴォティツェ","ヴォティツェのオドレン",
"ui_codex_name_opatovice","Opatowitz","Opatovice","オパトヴィツェ","オパトヴィツェ",
"location_opatovice","Opatowitz","Opatovice","オパトヴィツェ","オパトヴィツェ",
"ui_nm_poi_opusteneOpatovice_mead","Opatowitz mead","Medovina z Opatovic","オパトヴィツェのハチミツ酒","オパトヴィツェのハチミツ酒",
"char_PANI_OFKA_uiName","Lady Ofka","Paní Ofka","オフィーリア嬢","オフカ夫人",
"ui_tooltip_off_1","Off-hand slot 1","Pozice na ruce 1","オフハンドスロット1",,
"ui_tooltip_off_2","Off-hand slot 2","Pozice na ruce 2","オフハンドスロット2",,
"ui_tooltip_off_3","Off-hand slot 3","Pozice na ruce 3","オフハンドスロット3",,
"ui_tooltip_off_4","Off-hand slot 4","Pozice na ruce 4","オフハンドスロット4",,
"qname_papezskylegat_qo0Q","Oratores","Oratores","オラトーレス（祈る者）","オーラートーレース/祈る者",
"char_OLINA_DCERA_JAKESE_uiName","Olina","Olina","オリナ","オリナ",
"ui_in_zaby_laxativeForAlsik","Some concoction that Olbram gave me. If I put it in Alshik's food, it should really send him running… ","Nějaká šmakuláda, co mi dal Olbram. Když to Alšíkovi do jídla přimíchám, mělo by ho to pořádně prohnat, tedy vlastně… odehnat.","オルブラムがくれた何かの調合薬。アルシクの食事に混ぜれば、便所に直行するだろう… ",,
"char_SEDLAK_OLBRAM_ZELEJOV_uiName","Old Olbram","Starý Olbram","オルブラムじいさん","老オルブラム",
"char_BARTOLOMEJ_OLOMOUCKY_uiName","Master Bartholomew of Olomouc","Mistr Bartoloměj Olomoucký","オロモウツのバルトロマイ親方","オロモウツのバルトロムニェイ親方",
"char_ZBROJNOS_VOVES_uiName","Oats","Voves","オーツ","ヴォヴェス",
"ui_nm_prepadeni_voves_ring","Oats' ring","Vovsův prsten","オーツの指輪","ヴォヴォスの指輪",
"ui_nm_bascinetopen01_m01","Open bascinet","Bascinet otevřený","オープンバシネット","開いたバシネット",
"ui_nm_noblecaparison02_mMarkvart","Caparison sewn in Aulitz colours","Čabraka setnutá v barvách Aulitzů","オーリッツの色で縫われた馬衣","アウリッツの色で刺繍されたカパリソン",
"ui_in_svatyAntonin_tavernSvatychCellarDoor","The key to the cellar of the All Saints tavern.","Klíč od sklepa hospody U Všech svatých.","オールセインツの酒場の地下室の鍵",,
"ui_nm_svatyAntonin_tavernSvatychCellarDoor","Key to the Cellar of All Saints' tavern.","Klíč od sklepa Svatých","オールセインツの酒場の地下室の鍵","〈全聖人〉の地下室の鍵",
"ui_in_svatyAntonin_saintGameSign","A secret player mark to enter the lair of the All Saints.","Tajná hráčská známka pro vstup do doupěte U Svatých.","オールセインツの隠れ家へ入るのに必要な秘密の選手の印",,
"ui_codex_name_stara_kutna","Old Kutna","Stará Kutna","オールド・クトナ","スタラー゠クトナ",
"location_staraKutna","Old Kutna","Stará Kutna","オールド・クトナ","スタラー゠クトナ",
"location_zajezdniHostinecStaraKutna","Old Kutna Wagoners' Inn","Zájezdní hostinec Stará Kutna","オールド・クトナの宿","宿屋〈スタラー゠クトナの車夫〉",
"ui_in_tarasMura_diary3","Notes of the knight Taras Mura, found in the mines near Old Kutna.","Deníkové záznamy rytíře, nalezené v dolech poblíž Staré Kutny.","オールド・クトナ付近の鉱山から見つかったタラス・ミューラのメモ",,
"ui_in_tarasMura_diary1","Notes of the knight Taras Mura, found in the mines near Old Kutna.","Zápisky rytíře Tarase Můry, v dolech u Staré Kutny nalezené.","オールド・クトナ付近の鉱山から見つかったタラス・ミューラのメモ",,
"ui_in_tarasMura_diary2","Notes of Knight Taras Mura, found in the mines near Old Kutna.","Zápisky rytíře Tarase Můry, nalezené v dolech u Staré Kutny.","オールド・クトナ付近の鉱山から見つかったタラス・ミューラのメモ",,
"ui_in_tarasMura_diary4","Sir Taras Mura's notes, found in the mines near Old Kutna.","Zápisky rytíře Tarase Můry, nalezené v dolech u Staré Kutny.","オールド・クトナ付近の鉱山から見つかったタラス・ミューラのメモ",,
"ui_in_tarasMura_tarasContractKey","A key found on the body of a knight in the mines near Old Kutna.","Klíč nalezený na těle rytíře v dolech poblíž Staré Kutny.","オールド・クトナ付近の鉱山にあった騎士の死体が身に着けていた鍵",,
"location_staraLhota","Old Lhota","Stará Lhota","オールド・ロータ","スタラー゠ルホタ",
"qname_zaby_QpS5","Frogs","Žáby","カエルたち","カエルたち",
"perk_archer","Custom Bowstring","Vlastnoručně upravená tětiva","カスタマイズした弓弦","カスタマイズした弓弦",
"perk_seven_league_boots","Customized Shoes","Vlastnoručně upravené boty","カスタマイズした靴","カスタマイズした靴",
"ui_nm_cuirass08_m01","Kastenbrust","Kastenbrust","カステンブルスト","カステンブルスト",
"qname_kaspar_gOBd","Casper","Kašpar","カスパー","カシュパル",
"char_KASPAR_uiName","Casper","Kašpar","カスパー","カシュパル",
"ui_in_taboryTrosecko_casperRing","A ring I got from a bandit named Casper.","Prsten, který jsem získal od troseckého lapky zvaného Kašpar.","カスパーという名の盗賊から手に入れた指輪",,
"ui_nm_klasterniTajemstvi_casperWine","Wine from Casper's Vineyards","Víno z Kašparovy vinice","カスパーのブドウ畑のワイン","カシュパルのブドウ畑のワイン",
"ui_nm_taboryTrosecko_casperRing","Casper's ring","Kašparův prsten","カスパーの指輪","カシュパルの指輪",
"char_KASPAR_RUDOLF_uiName","Casper Rudolf","Kašpar Rudolf","カスパー・ルドルフ","カシュパル゠ルドルフ",
"ui_in_klasterniTajemstvi_casperWine","Wine from the vineyards of Casper Rudolf. It must be said that his product has greatly improved judging by its aroma, but whether his Burgundy vine will achieve the fame of Burgundy wines? Who knows, but there's only one way to find out.","Víno vypěstované panem Kašparem Rudolfem. Nutno říci, že už podle aroma se jeho produkt notně zlepšil, ale jestli jeho burgundská réva dosáhne slávy burgundských vín? Kdo ví, ale zjistit se to dá jen jedním způsobem.","カスパー・ルドルフのブドウ畑のワイン。香りを嗅ぐ限りずいぶん出来がよくなったようだが、ブルゴーニュワインを名乗れるほどの赤ワインかどうかはわからない。確かめる方法は1つだけだ",,
"char_KUN_PRODEJNI_MALESOV_3_uiName","Kasztanka","Kasztanka","カツタンカ","カシュタンカ",
"char_KACKA_LASKACKA_uiName","Katchka","Kačka Laskačka","カトゥカ","カチカ゠ラスカチカ",
"char_KUN_KOMARUV_uiName","Kaduk","Kaduk","カドゥク","カドゥク",
"char_KUN_PTACKUV_TRETI_uiName","Caballus","Hynšt","カバルス","ヒニュスト",
"ui_in_caftan_cuman","A caftan is a long men's overcoat with long sleeves. It is a traditional part of the male dress of nomads from the eastern steppes. This one is heavily decorated with an embroidered hem.","Kaftan je dlouhý mužský svrchník s dlouhými rukávy. Je tradiční součástí mužského oděvu kočovníků z východních stepí. Tento je výrazně zdobený s vyšívaným lemem.","カフタンは男物の長袖、長丈のガウンを指す。東の草原で暮らす遊牧民の伝統的な男性の装いだ。このカフタンは、裾に刺繍を施すなどして装飾に力を入れている",,
"ui_in_caftan_quilted","A Caftan is a long men's overcoat with long sleeves. It is a traditional part of the male dress of nomads from the eastern steppes. This one is also quilted for better durability.","Kaftan je dlouhý mužský svrchník s dlouhými rukávy. Je tradiční součástí mužského oděvu kočovníků z východních stepí. Tento je navíc pro lepší odolnost prošívaný.","カフタンは男物の長袖、長丈のガウンを指す。東の草原で暮らす遊牧民の伝統的な男性の装いだ。このカフタンはさらにキルト加工を施して長持ちするように作ってある",,
"ui_in_caftan","A caftan is a long men's overcoat with long sleeves. It is a traditional part of the male dress of nomads from the eastern steppes. It fastens at the chest with a series of ornate buttons.","Kaftan je dlouhý mužský svrchník s dlouhými rukávy. Je tradiční součástí mužského oděvu kočovníků z východních stepí. Tento se zapíná na prsou řadou zdobených knoflíků.","カフタンは男物の長袖、長丈のガウンを指す。東の草原で暮らす遊牧民の伝統的な男性の装いだ。このカフタンは凝った飾りボタンで前を留める作りになっている",,
"ui_in_caftan_riders","A caftan is a long men's overcoat with long sleeves. It is a traditional part of the male dress of nomads from the eastern steppes. This one has was made for more comfortable riding.","Kaftan je dlouhý mužský svrchník s dlouhými rukávy. Je tradiční součástí mužského oděvu kočovníků z východních stepí. Tento má střih upraven pro pohodlnější jízdu na koni.","カフタンは男物の長袖、長丈のガウンを指す。東の草原で暮らす遊牧民の伝統的な男性の装いだ。このカフタンは馬に乗っても邪魔にならない工夫がしてある",,
"ui_in_caftan_rich","A caftan is a long men's overcoat with long sleeves. It is a traditional part of men's clothing in many eastern cultures. This one has rich oriental decoration.","Kaftan je dlouhý mužský svrchník s dlouhými rukávy. Je tradiční součástí mužského oděvu u mnoha východních kultur. Tento má bohaté orientální zdobení.","カフタンは男物の長袖、長丈のガウンを指す。男性が伝統的にこうした服を着る東方文化は少なくない。このカフタンにはオリエンタルな装飾がたっぷりと施されている",,
"ui_nm_turnip","Turnip","Tuřín","カブ","カブ",
"char_PURKRABI_ZICH_uiName","Zich of Kaplitz","Zich z Kaplice","カプリッツのジッチ","カプリツェのジフ",
"ui_nm_gambesonlongcapon_m01","Capon's gambeson","Ptáčkův gambeson","カポンのギャンベゾン","プターチェクのギャンベゾン",
"ui_nm_bascinetvisorcapon_m01","Capon's bascinet","Ptáčkova přilbice","カポンのバシネット","プターチェクのバシネット",
"ui_nm_hoodcapon_m01","Capon's hood","Ptáčkova kápě","カポンのフード","プターチェクのフード",
"ui_nm_legsplate05_m01Capon","Capon' plate chausses","Ptáčkovy plátové nohy","カポンのプレートショース","プターチェクのプレートショース",
"ui_nm_pytlakPtacek_caponEvidence","Capon's poaching kit","Ptáčkovo pytlácké nářadí","カポンの密猟道具","プターチェクの密猟道具",
"ui_hud_pick_up_ptacek","Pick up Capon","Vyzvednout Ptáčka","カポンを持ち上げる","プターチェクを持ち上げる",
"ui_in_utokNebakov_PtacekWine","Good red wine for Lord Capon. The road to Nebakov will be long and one's throat can dry up during the siege of the castle.","Dobré červené víno pro Jana Ptáčka. Cesta na Nebákov bude dlouhá a při obléhání hradu jednomu vyschne v hrdle.","カポン卿のための上質な赤ワイン。ネバコフへの道のりは長いうえに、攻城戦の最中に喉が渇くこともあるだろう",,
"ui_nm_caponLongSword","Lord Capon's longsword","Ptáčkův dlouhý meč","カポン卿のロングソード","プターチェクのロングソード",
"ui_nm_utokNebakov_PtacekWine","Wine for Capon","Víno pro Jana Ptáčka","カポン卿のワイン","プターチェクのワイン",
"ui_maplegend_caponsCamp","Capon's camp","Ptáčkův tábor","カポン卿の野営地","プターチェクの野営地",
"qname_zachranaptacka_n8av","Taking French Leave","Liberté et Fraternité","カポン救出","プターチェクの救出",
"ui_nm_herb_chamomile","Chamomile","Heřmánek","カモミール","カモミール",
"ui_nm_potion_chamomile_decoction_medium","Chamomile brew","Heřmánkový odvar","カモミールのエール","カモミールの煎じ薬",
"ui_nm_recipe_chamomileDecoction","Chamomile decoction recipe","Recept na Heřmánkový odvar","カモミールのエールのレシピ","『カモミールの煎じ薬』のレシピ",
"ui_nm_potion_chamomile_decoction","Weak Chamomile Brew","Heřmánkový odvar slabý","カモミールのエール（弱）","カモミールの煎じ薬（弱）",
"ui_nm_potion_chamomile_decoction_high","Strong Chamomile brew","Heřmánkový odvar silný","カモミールのエール（強）","カモミールの煎じ薬（強）",
"ui_nm_lepiota","Lepiota","Bedla","カラカサタケ","カラカサタケ",
"ui_in_lepiota","You can easily recognise the lepiota even at a distance. It's tall and has a wide cap.","Bedlu poznáš snadno i z dálky, je vysoká a má široký klobouk.","カラカサタケは背が高く傘が広いため、遠くからでも簡単に見分けられる",,
"ui_nm_warhammerRaven","Raven's beak","Kladivo Havraní zobák","カラスのくちばし","ベク゠ド゠コバン",
"ui_nm_special_featherRaven","Raven feathers","Peří havraní","カラスの羽","カラスの羽",
"ui_in_poi_strelnice_blackArrow","An arrow with black crow feathers.","Šíp s černými vraními peříčky.","カラスの黒い羽がついた矢",,
"ui_in_veil_scarf","A colorful scarf will keep not only the hair off your forehead, but also a bit of coin. Sometimes it can also serve as a gift for a loved one.","Barevný šátek udrží nejen vlasy z čela, ale i drobnou výslužku. Leckdy může také posloužit jako dárek pro milého.","カラフルなスカーフ。前髪が額にかかるのを防ぐだけでなく、小銭も節約できる。時には大切な人への贈り物にもなる",,
"ui_nm_f_veil05_m01","Colourful headscarf","Šátek dámský barevný","カラフルなヘッドスカーフ","カラフルなヘッドスカーフ",
"ui_in_hose_separate_jester","These colourful hose are worn by troubadours, jesters and generally eccentric people who like to play pranks on others.","Tyto pestré nohavice nosí kejklíři, frejíři a všeobecně lidé výstřední, co si rádi tropí z lidí šprýmy.","カラフルなホーズ。吟遊詩人や道化師のほか、人にいたずらをするのが好きな変わり者がよく身につけている印象だ",,
"ui_nm_f_simpledress07_m01","Colorful festive dress","Šaty slavnostní pestré","カラフルな祝祭のドレス","カラフルな祝祭のドレス",
"ui_nm_magickySip_magickaSipka","Arrow from Karel's Head","Šipka z Karlovy hlavy","カレルの頭に刺さった矢","カレルの頭に刺さった矢",
"char_KAREL_ZVANY_SIP_uiName","Karel Arrowhead","Karel zvaný Šíp","カレル・アローヘッド","矢頭のカレル",
"char_OTIK_POCEM_uiName","Karel Kmier","Otík Pocem","カレル・クミエル","オティーク゠ポツェム",
"qname_plesnivec_NoxQ","Canker","Plesnivec","カンカー","プレスニヴェツ",
"char_PLESNIVEC_uiName","Canker","Plesnivec","カンカー","プレスニヴェツ",
"ui_nm_taboryLapkuTrosecko_plesnivecMace","Canker's mace","Palcát lapky Plesnivce","カンカーのメイス","プレスニヴィツェのパルツァート",
"char_ZOLDNER_CUMPLECH_uiName","Chumplekh","Čumplech","カンプレヒ","チュンプレフ",
"ui_maplegend_banditsNearKrcak","Bandits at Kerchak Pond","Lapkové u Krčáku","カーチャク池の盗賊","クルチャーク池の盗賊",
"ui_nm_curdcheese","Curd cheese","Tvaroh","カードチーズ","トヴァロフ",
"ui_nm_lorebook_onCharlesIV","Charles IV","O Karlu IV.","カール4世","カレルI世",
"ui_codex_name_charles","Charles IV","Karel IV. ","カール4世","カレルI世",
"ui_codex_name_zlata_doba_karla","The Golden Age of Charles IV","Zlatá doba Karla IV.","カール4世の黄金時代","カレルI世の黄金時代",
"char_KARL_VON_UNTERBRUCK_uiName","Karl von Unterbruck","Karl von Unterbruck","カール・フォン・ウンターブルック","カール゠フォン゠ウンターブルック",
"ui_nm_loot_gooseFeathers","Goose quills","Husí brky","ガチョウの羽ペン","ガチョウの羽ペン",
"ui_in_loot_gooseFeathers","Geese were used to guard property. No wonder, since they're always angry, as scribes are always plucking their feathers.","Husy dřív hlídaly majetek. Není divu, jsou pořád vzteklé, jak jim lační písaři trhají brky.","ガチョウはかつて番犬代わりに使われていた。書記官たちが事あるごとにガチョウの羽をむしるため、いつも怒っているのは不思議なことではない",,
"ui_nm_kejkliri_sackcarryable","Sack of scrap","Pytel šrotu","ガラクタ袋","ガラクタ袋",
"ui_nm_taborCertovka_exoticItem_glassWare","Glass container","Skleněná nádobka","ガラスの容器","ガラスの容器",
"char_ZAVIS_CERNY_Z_GARBOWA_uiName","Zavish of Garbow","Záviš z Garbowa","ガルブフのザビッシュ","ガルブフのザーヴィシュ",
"ui_codex_name_zavis_cerny","Zavish the Black of Garbow","Záviš Černý z Garbowa","ガルブフの黒騎士ザビッシュ","ガルブフの黒騎士ザーヴィシュ",
"ui_nm_ztracenaCest_jezeksWaffenrock","Waffenrock of the Lords of Garbow","Varkoč pánů z Garbowa","ガルブフ卿のサーコート","ガルブフ卿のサーコート",
"ui_in_ztracenaCest_jezeksWaffenrock","Waffenrock bearing the coat of arms of the Lords of Garbow.","Varkoč nesoucí erb pánů z Garbowa.","ガルブフ卿の紋章が入ったサーコート",,
