id,text_EN,text_CZ,text,modified,note,onlyid
ui_nm_expensive_brocade,Fine brocade,Drahý brokát,上質な錦織,上質なブロケード,
ui_nm_fakeName,Fake name,fakeName,偽名,偽名,
ui_nm_fatherSword,Sir Radzig Kobyla's sword,Meč Racka Kobyly,ラジク・コビラ卿の剣,ラツェク卿の剣,
ui_nm_fejfar_siegecam_chest_key,Feyfar's trunk key,Klíč od Fejfarovy truhly,フェイファーのトランクの鍵,フェイファルのトランクの鍵,
ui_nm_felt_hat_brown,Brown felt hat,Čepec plstěný hnědý,茶色のフェルトハット,茶色のフェルト帽,
ui_nm_female_shoes,Lady's slippers,Střevíce dámské,レディーのスリッパ,レディーのスリッパ,
ui_nm_flute,Flute,Píšťalka,フルート,フルート,
ui_nm_flute_info,Simple wooden flute. Not too loud!,"Prostá píšťalka, která ovšem dokáže nadělat spoustu hluku.",簡素な木製のフルート。優しい音色が魅力。,簡素な木製のフルート。優しい音色が魅力。,
ui_nm_footwraps,Footwraps with leather sole,Krpce a ovinky,レザーソール付きフットラップ,レザーソール付きフットラップ,
ui_nm_gambeson_07_bonus,Warhorse gambeson,Gambeson válečného oře,戦馬のガンビスン,軍馬のガンビスン,
ui_nm_gamblers_chest,Trunk keys,Klíč od truhly,トランクの鍵束,トランクの鍵束,
ui_nm_garlic,Garlic,Česnek,ニンニク,ニンニク,
ui_nm_garlic_cooked,Cooked garlic,Vařený česnek,焼きニンニク,焼きニンニク,
ui_nm_gauntlets_bonus,Warhorse gauntlets,Rukavice válečného oře,戦馬のガントレット,軍馬のガントレット,
ui_nm_glaive,Glaive,Kůsa,グレイヴ,グレイヴ,
ui_nm_gold_chalice,Communion chalice,Pohár na mešní víno,聖餐用杯,聖餐用杯,
ui_nm_gold_cross,Gold cross,Zlatý kříž,金の十字架,金の十字架,
ui_nm_golden_egg,Golden egg,Zlaté vejce,黄金の卵,黄金の卵,
ui_nm_griddlecake,Sweet pancake,Sladká placka,甘いパンケーキ,甘いパンケーキ,
ui_nm_guisarme,Guisarme,Gizarma,ギザーム,ギザーム,
ui_nm_hagen_helmet,House of Zoul helmet,Přilba Zoulů,ゾール家の兜,ズール家の兜,
ui_nm_hagen_kyrys,House of Zoul cuirass,Kyrys rodu Zoulů,ゾール家のキュイラス,ズール家のキュイラス,
ui_nm_hagen_letter,Message for Sir Radzig,Vzkaz pro pana Racka,ラジク卿への手紙,ラツェク卿への手紙,
ui_nm_hagen_plat_noh,Zoul leg plate,Plátové nohavice Zoulů,ゾール家のレッグプレート,ズール家の脚甲,
ui_nm_hagen_ruce,Zoul arm plate,Plátové ruce Zoulů,ゾール家のアームプレート,ズール家の腕甲,
ui_nm_hagens_message,Hagen's letter,Hagenův dopis,ハーゲンの手紙,ハゲンの手紙,
ui_nm_halberd,Halberd,Halapartna,ハルバード,ハルバード,
ui_nm_halberd_example,Test polearm,Testovací sudlice,テストポールアーム,テストポールアーム,
ui_nm_hammer_quest,Signed hammer,Kovářovo kladivo,名前入りのハンマー,名前入りのハンマー,
ui_nm_hare_meat,Hare meat,Zaječí maso,ウサギの肉,ウサギの肉,
ui_nm_hare_meat_cooked,Cooked hare meat,Vařené zaječí maso,焼きウサギ肉,焼きウサギ肉,
ui_nm_hare_meat_dried,Dried hare meat,Sušené zaječí maso,ウサギの干し肉,ウサギの干し肉,
ui_nm_hare_meat_smoked,Smoked hare meat,Uzené zaječí maso,ウサギの燻製肉,ウサギの燻製肉,
ui_nm_hare_tail_q,Hare tail,Zaječí ocásek,ウサギのしっぽ,ウサギのしっぽ,
ui_nm_hat_001,Brown felt hat,Klobouk plstěný hnědý,茶色のフェルトハット,茶色のフェルトハット,
ui_nm_hat_001_gray,Grey felt hat,Klobouk plstěný šedý,灰色のフェルトハット,灰色のフェルトハット,
ui_nm_hat_001_green,Green felt hat,Klobouk plstěný zelený,緑のフェルトハット,緑のフェルトハット,
ui_nm_hat_001_olive,Olive felt hat,Klobouk plstěný olivový,オリーブ色のフェルトハット,オリーブ色のフェルトハット,
ui_nm_hat_001_red,Red felt hat,Klobouk plstěný červený,赤のフェルトハット,赤のフェルトハット,
ui_nm_hat_001_yellow,Yellow felt hat,Klobouk plstěný žlutý,黄色のフェルトハット,黄色のフェルトハット,
ui_nm_hat_002,Straw hat,Slamák,麦わら帽,麦わら帽,
ui_nm_hat_003,Cuman cap,Čapka kumánská,クマンの帽子,クマンの帽子,
ui_nm_hat_005,Miller's cap,Mlynářská čapka,粉屋の帽子,粉屋の帽子,
ui_nm_hat_006,Orange felt hat,Čepec plstěný oranžový,オレンジ色のフェルトハット,オレンジ色のフェルトハット,
ui_nm_hat_006_colorVar_A,Brown felt hat,Čepec plstěný hnědý,茶色のフェルトハット,茶色のフェルトハット,
ui_nm_hat_007,Pointed yellow hat,Čapka špičatá žlutá,黄色のシャープハット,黄色のシャープハット,
ui_nm_hat_007_green,Pointed green hat,Čapka špičatá zelená,緑のシャープハット,緑のシャープハット,
ui_nm_hat_007_red,Pointed red hat,Čapka špičatá červená,赤のシャープハット,赤のシャープハット,
ui_nm_hat_008,Hunting cap,Lovecká čepice,ハンティングキャップ,狩猟者の帽子,
ui_nm_hat_009,Fashionable hat,Módní klobouček,お洒落な帽子,お洒落な帽子,
ui_nm_hat_010,Red merchant's hat,Čepec kupecký červený,赤の商人の帽子,赤の商人の帽子,
ui_nm_hat_010_colorVar_B,Merchant's blue hat,Čepec kupecký modrý,青の商人の帽子,青の商人の帽子,
ui_nm_hat_010_colorVar_C,Green merchant's hat,Čepec kupecký zelený,緑の商人の帽子,緑の商人の帽子,
ui_nm_hat_011,Nobleman's hat,Čepec šlechtický,貴族の帽子,貴族の帽子,
ui_nm_hauberk,Hauberk,Hauberk,ホーバーク,ホーバーク,
ui_nm_head_scarf,Head scarf,Plachetka,ヘッドスカーフ,ヘッドスカーフ,
ui_nm_head_scarf_003,Wimple,Šlojíř,ウィンプル,ウィンプル,
ui_nm_head_scarf_004,Scarf,Šátek,スカーフ,スカーフ,
ui_nm_head_wreath_001,Head wreath,Obroučka,花冠,花冠,
ui_nm_heavy_battle_axe,Heavy battle axe,Sekera válečná těžká,ヘヴィバトルアックス,重い戦斧,
ui_nm_heavy_warhammer,Heavy warhammer,Válečné kladivo těžké,ヘヴィウォーハンマー,重い戦鎚,
ui_nm_hen_dead,Chicken,Kuře,ニワトリ,ニワトリ,
ui_nm_hen_dead_cooked,Cooked chicken,Vařené kuře,焼き鶏肉,焼き鶏肉,
ui_nm_hen_dead_dried,Dried chicken,Sušené kuřecí,干した鶏肉,干した鶏肉,
ui_nm_hen_dead_smoked,Smoked chicken,Uzené kuře,鶏肉の燻製,鶏肉の燻製,
ui_nm_herb_belladona,Belladonna,Rulík,ベラドンナ,ベラドンナ,
ui_nm_herb_chamomile,Chamomile,Heřmánek,カモミール,カモミール,
ui_nm_herb_comfrey,Comfrey,Kostival ,コンフリー,コンフリー,
ui_nm_herb_dandelion,Dandelion,Pampeliška ,タンポポ,タンポポ,
ui_nm_herb_eyewort,Eyebright,Světlík,コゴメバナ,コゴメバナ,
ui_nm_herb_hypericum,St. John's wort,Třezalka,セイヨウオトギリ,セイヨウオトギリ,
ui_nm_herb_marigold,Marigold,Měsíček ,マリーゴールド,マリーゴールド,
ui_nm_herb_mint,Mint,Máta,ミント,ミント,
ui_nm_herb_nightshade,Henbane,Blín,ヒヨス,ヒヨス,
ui_nm_herb_paris,Herb Paris,Vraní oko,ツクバネソウ,ツクバネソウ,
ui_nm_herb_poppy,Poppy,Vlčí mák,ケシ,ケシ,
ui_nm_herb_salvia,Sage,Šalvěj,セージ,セージ,
ui_nm_herb_thistle,Thistle,Bodlák,アザミ,アザミ,
ui_nm_herb_urticaria,Nettle,Kopřiva,イラクサ,イラクサ,
ui_nm_herb_valerian,Valerian,Kozlík,ヴァレリアン,ヴァレリアン,
ui_nm_herb_weed,Weed,Plevel,雑草,雑草,
ui_nm_herb_wormwood,Wormwood,Pelyněk ,ヨモギ,ヨモギ,
ui_nm_herring,Herring,Slaneček,ニシン,ニシン,
ui_nm_honey,Honey,Med,ハチミツ,ハチミツ,
ui_nm_hood_001_down,Brown hood,Kápě hnědá,茶色のフード,茶色のフード,
ui_nm_hood_006_down,Chequered red-blue hood,Kápě červeno-modrá kostkovaná,赤と青のチェックのフード,赤と青のチェックのフード,
ui_nm_hood_006_down_A,Black-yellow hood,Kápě černo-žlutá kostkovaná,黒と黄色のフード,黒と黄色のフード,
ui_nm_hood_black,Black hood,Kápě černá,黒のフード,黒のフード,
ui_nm_hood_black_white,Black and white hood,Kápě bílo-černá,黒と白のフード,黒と白のフード,
ui_nm_hood_black_yellow,Black and yellow hood,Kápě černo-žlutá,黒と黄色のフード,黒と黄色のフード,
ui_nm_hood_blc_yell_nob,Noble's black-yellow hood,Kápě panská černo-žlutá,黒と黄色の貴族のフード,黒と黄色の貴族のフード,
ui_nm_hood_blue,Blue hood,Kápě modrá,青のフード,青のフード,
ui_nm_hood_blue_green,Blue-green hood,Kápě modro-zelená,青と緑のフード,青と緑のフード,
ui_nm_hood_brown,Brown hood,Kápě hnědá,茶色のフード,茶色のフード,
ui_nm_hood_gray,Grey hood,Kápě šedá,灰色のフード,灰色のフード,
ui_nm_hood_gre_nob,Noble's green hood,Kápě panská zelená,緑の貴族のフード,緑の貴族のフード,
ui_nm_hood_green,Green hood,Kápě zelená,緑のフード,緑のフード,
ui_nm_hood_green_yellow,Green and yellow hood,Kápě půlená zeleno-žlutá,緑と黄色のフード,緑と黄色のフード,
ui_nm_hood_natural,Linen hood,Kápě lněná,リネンのフード,リネンのフード,
ui_nm_hood_radzig,Sir Radzig's hood,Kápě pana Racka Kobyly,ラジク卿のフード,ラツェク卿のフード,
ui_nm_hood_red,Red hood,Kápě červená,赤のフード,赤のフード,
ui_nm_hood_red_blue,Red-blue hood,Kápě červeno-modrá,赤と青のフード,赤と青のフード,
ui_nm_hood_red_nob,Red noble's hood,Kápě panská červená,赤の貴族のフード,赤の貴族のフード,
ui_nm_hood_red_white,Red and white hood,Kápě červeno-bílá,赤と白のフード,赤と白のフード,
ui_nm_hood_red_yellow,Red-yellow hood,Kápě červeno-žlutá,赤と黄色のフード,赤と黄色のフード,
ui_nm_hood_yell_nob,Noble's yellow hood,Kápě panská žlutá,貴族の黄色のフード,貴族の黄色のフード,
ui_nm_hood_yellow,Yellow hood,Kápě žlutá,黄色のフード,黄色のフード,
ui_nm_horse_armor_head_neck_001,Chanfron and criniere ,Šafron a criniere,チャンフロンとクリニエール ,チャンフロンとクリニエール,
ui_nm_horse_armor_head_neck_002,Steel chanfron,Šafron,鋼鉄のチャンフロン,鋼鉄のチャンフロン,
ui_nm_horse_armor_head_neck_003,Leather chanfron - red,Červená kožená maska,革のチャンフロン - 赤,赤い革のシャンフロン,
ui_nm_horse_armor_head_neck_003_blue,Leather chanfron - blue,Modrá kožená maska,革のチャンフロン - 青,青い革のシャンフロン,
ui_nm_horse_armor_head_neck_003_brown,Leather chanfron - plain,Kožená maska,革のチャンフロン - 無地,無地の革のシャンフロン,
ui_nm_horse_armor_head_neck_003_green,Leather chanfron - green,Zelená kožená maska,革のチャンフロン - 緑,緑色の革のシャンフロン,
ui_nm_horse_armor_head_neck_004,Simple plate chanfron,Jednoduchý šafron,簡素なプレートチャンフロン,簡素なプレートシャンフロン,
ui_nm_horse_bridle_001,Plain bridle,Uzda obyčejná,地味な馬勒,地味な馬勒,
ui_nm_horse_bridle_002,Groom's bridle,Uzda štolby,馬番の馬勒,馬番の馬勒,
ui_nm_horse_bridle_003,Cavalry bridle,Uzda jezdecká,騎兵の馬勒,騎兵の馬勒,
ui_nm_horse_bridle_004,Knight's bridle,Uzda rytířská,騎士の馬勒,騎士の馬勒,
ui_nm_horse_bridle_005,Noble bridle,Uzda šlechtická,貴族の馬勒,貴族の馬勒,
ui_nm_horse_caparison_001,Caparison,Čabraka,カパリスン,カパリソン,
ui_nm_horse_saddle_001,Plain saddle,Sedlo obyčejné,地味な鞍,地味な鞍,
ui_nm_horse_saddle_001a,Plain saddle with saddlebag,Sedlo obyčejné s brašnou,鞍袋付きの地味な鞍,鞍袋付きの地味な鞍,
ui_nm_horse_saddle_001b,Plain saddle (2 saddlebags),Sedlo obyčejné se dvěma brašnami,地味な鞍（鞍袋2個）,地味な鞍（鞍袋2個）,
ui_nm_horse_saddle_001c,Plain saddle (3 saddlebags),Sedlo obyčejné se třemi brašnami,地味な鞍（鞍袋3個）,地味な鞍（鞍袋3個）,
ui_nm_horse_saddle_001d,Plain saddle (4 saddlebags),Sedlo obyčejné se čtyřmi brašnami,地味な鞍（鞍袋4個）,地味な鞍（鞍袋4個）,
ui_nm_horse_saddle_002,Hunter saddle  ,Sedlo lovecké,狩人の鞍  ,狩人の鞍,
ui_nm_horse_saddle_002a,Hunter saddle (1 saddlebag),Sedlo lovecké s brašnou,狩人の鞍（鞍袋1個）,狩人の鞍（鞍袋1個）,
ui_nm_horse_saddle_002b,Hunter saddle (2 saddlebags),Sedlo lovecké se dvěma brašnami,狩人の鞍（鞍袋2個）,狩人の鞍（鞍袋2個）,
ui_nm_horse_saddle_002c,Hunter saddle (3 saddlebags),Sedlo lovecké se třemi brašnami,狩人の鞍（鞍袋3個）,狩人の鞍（鞍袋3個）,
ui_nm_horse_saddle_002d,Hunter saddle (4 saddlebags),Sedlo lovecké se čtyřmi brašnami,狩人の鞍（鞍袋4個）,狩人の鞍（鞍袋4個）,
ui_nm_horse_saddle_003,Fine saddle,Sedlo panské,高級な鞍,高級な鞍,
ui_nm_horse_saddle_003a,Fine saddle with saddlebag,Sedlo panské s brašnou,高級な鞍（鞍袋付き）,高級な鞍（鞍袋付き）,
ui_nm_horse_saddle_003b,Fine saddle (2 saddlebags),Sedlo panské se dvěma brašnami,高級な鞍（鞍袋2個）,高級な鞍（鞍袋2個）,
ui_nm_horse_saddle_003c,Fine saddle (3 saddlebags),Sedlo panské se třemi brašnami,高級な鞍（鞍袋3個）,高級な鞍（鞍袋3個）,
ui_nm_horse_saddle_003d,Fine saddle (4 saddlebags),Sedlo panské se čtyřmi brašnami,高級な鞍（鞍袋4個）,高級な鞍（鞍袋4個）,
ui_nm_horse_saddle_004,Noble saddle,Sedlo šlechtické,貴族の鞍,貴族の鞍,
ui_nm_horse_saddle_004a,Noble saddle with saddlebag,Sedlo šlechtické s brašnou,鞍袋付き貴族の鞍,鞍袋付き貴族の鞍,
ui_nm_horse_saddle_004b,Noble saddle (2 saddlebags),Sedlo šlechtické se dvěma brašnami,貴族の鞍（鞍袋2個）,貴族の鞍（鞍袋2個）,
ui_nm_horse_saddle_004c,Noble saddle (3 saddlebags),Sedlo šlechtické se třemi brašnami,貴族の鞍（鞍袋3個）,貴族の鞍（鞍袋3個）,
ui_nm_horse_saddle_004d,Noble saddle (4 saddlebags),Sedlo šlechtické se čtyřmi brašnami,貴族の鞍（鞍袋4個）,貴族の鞍（鞍袋4個）,
ui_nm_horse_shoe_001,Farm horseshoes,Podkovy sedlácké,農馬の蹄鉄,農馬の蹄鉄,
ui_nm_horse_shoe_002,Travel horseshoes,Podkovy cestovní,長距離用蹄鉄,長距離用蹄鉄,
ui_nm_horse_shoe_003,Noble horseshoes,Podkovy panské,貴族の蹄鉄,貴族の蹄鉄,
ui_nm_horse_shoe_004,Military horseshoes,Podkovy válečné,軍馬の蹄鉄,軍馬の蹄鉄,
ui_nm_horseradish,Horseradish,Křen,ホースラディッシュ,ホースラディッシュ,
ui_nm_horseradish_cooked,Cooked horseradish,Vařený křen,焼きホースラディッシュ,焼きホースラディッシュ,
ui_nm_hruby_gambe,Sturdy gambeson,Prošívanice hrubá,ハードガンビスン,丈夫なガンビスン,
ui_nm_hruby_gambe_cer,Sturdy dark gambeson,Prošívanice hrubá černěná,ダークハードガンビスン,暗色の丈夫なガンビスン,
ui_nm_hunting_spear,Hunting spear,Kopí lovecké,ハンティングスピア,狩猟槍,
ui_nm_hunting_sword_1,Seax,Tesák,スクラマサクス,サクス,
ui_nm_hunting_sword_2,Hunting sword,Tesák lovecký,ハンティングソード,狩猟用テサーク,
ui_nm_hunting_sword_3,Knight's hunting sword,Tesák bojový,騎士のハンティングソード,騎士のテサーク,
ui_nm_hunting_sword_4,Cleaver,Sekáč,クリーバー,クリーバー,
ui_nm_hunting_sword_5,Butcher's blade,Řeznická kudla,肉屋の包丁,肉屋の包丁,
ui_nm_hunting_sword_6,Noble's hunting sword,Tesák panský,貴族のハンティングソード,貴族のテサーク,
ui_nm_hunting_sword_7,Master Huntsman's sword,Tesák mistra lovčího,狩猟頭の剣,狩猟頭の剣,
ui_nm_hunting_sword_8,Falchion,Falchion,ファルシオン,ファルシオン,
ui_nm_hunting_sword_9,Decorated hunting sword,Tesák zdobený,飾り付きのハンティングソード,装飾のあるテサーク,
ui_nm_incendiary_bones,Humerus,Humerus,上腕骨,上腕骨,
ui_nm_incendiary_bones2,Cranium,Cranium,頭蓋骨,頭蓋骨,
ui_nm_incendiary_bones3,Thorax,Thorax,胸郭,胸郭,
ui_nm_incendiary_bones4,Femur,Femur,大腿骨,大腿骨,
ui_nm_incendiary_bones5,Manus,Manus,手の骨,手の骨,
ui_nm_inquisitor_letter,Inquisitor's retinue papers,Listina inkvizitorova doprovodu,異端審問官の従者の書類,異端審問官の従者の書類,
ui_nm_iron_hat,Kettle hat,Klobouk železný,ケトルハット,ケトルハット,
ui_nm_italsky_slap,Italian bascinet,Šlap italský,イタリアンバシネット,イタリアのバシネット,
ui_nm_jacket,Dagged cotehardie,Kabátec prostřihovaný,フラップ付きのコタルディ,フラップ付きのコタルディ,
ui_nm_jacket_001,Quilted brown jacket,Kabátec prošívaný hnědý,茶色のキルテッドジャケット,茶色のキルテッドジャケット,
ui_nm_jacket_001_racek,Black pourpoint,Pourpoint černý,黒のプールポワン,黒のプールポワン,
ui_nm_jacket_001_s_paskem,Pourpoint,Pourpoint,プールポワン,プールポワン,
ui_nm_jacket_003,Red vest,Vesta červená,赤のベスト,赤のベスト,
ui_nm_jacket_003_color_var_A,Decorated red vest,Vesta zdobená červená,装飾された赤のベスト,装飾された赤のベスト,
ui_nm_jacket_003_color_var_B,Decorated orange vest,Vesta zdobená oranžová,装飾されたオレンジ色のベスト,装飾されたオレンジ色のベスト,
ui_nm_jacket_v004,Buttoned red cotehardie,Kabátec se zapínáním červený,ボタン付きのレッドコタルディ,ボタン付きの赤いコルタディ,
ui_nm_jacket_v004_color_var_B,Buttoned green cotehardie,Kabátec zapínaný zelený,ボタン付きのグリーンコタルディ,ボタン付きの緑色のコルタディ,
ui_nm_jacket_v004_color_var_C,Buttoned grey cotehardie,Kabátec zapínaný šedý,ボタン付きのグレーコタルディ,ボタン付きの灰色のコルタディ,
ui_nm_jacket_v005,Brocade pourpoint,Pourpoint brokátový,錦織のプールポワン,ブロケードのプールポワン,
ui_nm_janaScarf,Grubby scarf,Ušmudlaný šátek,薄汚れたスカーフ,薄汚れたスカーフ,
ui_nm_jed_plat_noh,Common plate chausses,Nohy plátové jednoduché,プレートショース,プレートショース,
ui_nm_jedno_pla,Simple plate pauldrons,Ramena plátová jednoduchá,簡素なプレートポールドロン,簡素なプレートポールドロン,
ui_nm_jerky,Dried meat,Sušené maso,干し肉,干し肉,
ui_nm_jez_kyrys,Rider's cuirass,Kyrys jezdecký,騎手のキュイラス,騎手のキュイラス,
ui_nm_jupon_001,Dark pourpoint,Pourpoint tmavý,ダークプールポワン,暗色のプールポワン,
ui_nm_jupon_001_blue,Blue pourpoint,Pourpoint modrý,青のプールポワン,青のプールポワン,
ui_nm_jupon_001_hanus,Lords of Leipa pourpoint,Pourpoint pánů z Lipé,ライパ領主のプールポワン,リパー領主のプールポワン,
ui_nm_jupon_001_red,Red pourpoint,Pourpoint červený,赤のプールポワン,赤のプールポワン,
ui_nm_jupon_002,Red outer jacket,Prošívanice svrchní červená,赤のアウタージャケット,赤の外套,
ui_nm_jupon_003,Yellow outer jacket,Prošívanice svrchní žlutá,黄色のアウタージャケット,黄色の外套,
ui_nm_jupon_004,Brocade outer jacket,Prošívanice svrchní brokátová,錦織のアウタージャケット,ブロケードの外套,
ui_nm_jupon_005,Quartered combat jacket,Kabátec svrchní prošívaný čtvrcený,クォーターコンバットジャケット,四色分けの戦闘用上着,
ui_nm_jupon_005_c2,Dark combat jacket,Kabátec svrchní prošívaný tmavý,ダークコンバットジャケット,暗色の戦闘上着,
ui_nm_jupon_005_c3,Cuffed combat jupon,Bojový kabátec manžetový,カフ付きコンバットジャケット,袖付きの軍用上着,
ui_nm_jupon_005_c4,Black combat jacket,Kabátec svrchní prošívaný černý,黒のコンバットジャケット,黒の戦闘用上着,
ui_nm_jupon_006,Yellow combat jupon,Kabátec svrchní prošívaný žlutý,黄色のコンバットジュポン,黄色の戦闘用ジュポン,
ui_nm_jupon_007,Brocade combat jupon,Kabátec svrchní prošívaný brokátový,錦織のコンバットジュポン,錦織の戦闘用ジュポン,
ui_nm_jupon_008,Green outer vest,Vesta svrchní zelená,緑のアウターベスト,緑のアウターベスト,
ui_nm_jupon_008_c2,Quartered outer vest,Vesta svrchní čtvrcená,クォーターアウターベスト,クォーターアウターベスト,
ui_nm_jupon_009,Blue combat jupon,Kabátec svrchní prošívaný modrý,青のコンバットジュポン,青のコンバットジュポン,
ui_nm_jupon_010,Decorated combat jacket,Kabátec svrchní prošívaný zdobný,装飾されたコンバットジャケット,装飾されたコンバットジャケット,
ui_nm_kapalin,Kettle hat,Kapalín,ケトルハット,ケトルハット,
ui_nm_kapalin_zdob,Kettle hat decorated,Kapalín zdobený,装飾されたケトルハット,装飾されたケトルハット,
ui_nm_karel_IV,Charles IV,Karel IV.,チャールズ4世,カレルI世,
ui_nm_karolinas_scarf,Karolina's shawl,Karolínin šátek,カロリーナのショール,カロリーナのショール,
ui_nm_key_adela,Key to baths,Klíč od šmajchlkabinetu,浴場の鍵,浴場の鍵,
ui_nm_keyname_chests,Trunk key,Klíč k truhlám,トランクの鍵,トランクの鍵,
ui_nm_keyname_counterfiters_shed_key,Shed key,Klíč od šopy,納屋の鍵,納屋の鍵,
ui_nm_keyname_doors,Door key,Klíč od dveří,扉の鍵,扉の鍵,
ui_nm_keyname_eriks_chest,Erik's trunk keys,Klíč od Erikovy truhly,エリックのトランクの鍵,エリクの鞄の鍵,
ui_nm_keyname_hrncir_doors,Potter's house key,Klíč od hrnčířova domu,陶器職人の家の鍵,陶器職人の家の鍵,
ui_nm_keyname_inquisitor_key_chests,Inquisitor's keys,Inkvizitorovy klíče,異端審問官の鍵,異端審問官の鍵,
ui_nm_keyname_lukas_chest,Sir Erhart's chest key,Klíč od truhly pana Lukáše,エアハート卿のチェストの鍵,ルカーシュ卿の櫃の鍵,
ui_nm_keyname_matej_chest,Matthias' trunk key,Klíč od Matějovy truhly,マタイアスのトランクの鍵,マチェイのトランクの鍵,
ui_nm_keyname_revelation_murderer_treasure,Bandit's trunk key,Lapkův klíč,盗賊のトランクの鍵,盗賊のトランクの鍵,
ui_nm_keyname_vk_rat_guard_secret_key,Rattay secret door key,Klíč od ratajské fortny,ラタイェの秘密の鍵,ラタイェの秘密の鍵,
ui_nm_keyring,Bandit's trunk key,Klíč od truhly banditů,盗賊のトランクの鍵,盗賊のトランクの鍵,
ui_nm_keyring_doors,Door keys,Klíče ode dveří,扉の鍵束,扉の鍵束,
ui_nm_keyring_stashes,Trunk keys,Klíče od truhel,トランクの鍵束,トランクの鍵束,
ui_nm_keyringPtacek,Sir Hans Capon's keys,Klíče pana Ptáčka,ハンス・カポン卿の鍵,ヤン゠プターチェク卿の鍵,
ui_nm_kidney,Deer kidneys,Jelení ledvinky,鹿の腎臓,鹿の腎臓,
ui_nm_kidney_cooked,Cooked deer kidneys,Vařené jelení ledvinky,焼き鹿の腎臓,焼き鹿の腎臓,
ui_nm_kielbasas_smoked,Smoked sausage,Uzená klobása,燻製ソーセージ,燻製ソーセージ,
ui_nm_klen_slap,Arching bascinet,Šlap s hledím,アーチングバシネット,アーチングバシネット,
ui_nm_konradk_house_key,Custodian's house key,Klíč od nápravníkova domu,管理人の家の鍵,管理人の家の鍵,
ui_nm_kozena_vesta,Leather jerkin,Vesta kožená,レザージャーキン,レザージャーキン,
ui_nm_kozene_ruka,Leather gloves,Rukavice kožené,レザーグローブ,レザーグローブ,
ui_nm_kralovstvi_ceske,The Kingdom of Bohemia,Království české,ボヘミア王国,ボヘミア王国,
ui_nm_kraslice_b,Easter egg blue,Kraslice modrá,青のイースターエッグ,青のイースターエッグ,
ui_nm_kraslice_g,Easter egg green,Kraslice zelená,緑のイースターエッグ,緑のイースターエッグ,
ui_nm_kraslice_r,Easter egg red,Kraslice červená,赤のイースターエッグ,赤のイースターエッグ,
ui_nm_krouz_nohy,Mail chausses,Nohavice kroužkové,メイルショース,鎖ショース,
ui_nm_krouzkova_kosi,Chainmail,Košile kroužková ,チェーンメイル,鎖鎧,
ui_nm_kum_prilba,Cuman helmet,Přilbice kumánská,クマン式ヘルメット,クマン人の兜,
ui_nm_kuman_brig,Cuman brigandine,Brigantina kumánská,クマン式ブリガンダイン,クマン人のブリガンディン,
ui_nm_kuman_hauberk,Cuman hauberk,Hauberk kumánský,クマン式ホーバーク,クマン人のホーバーク,
ui_nm_kuman_lehka_pril,Light Cuman helmet,Přilbice kumánská lehká,クマン式ライトヘルメット,クマン人の軽い兜,
ui_nm_kuman_natep,Cuman vambraces,Nátepníky kumánské,クマン式ヴァンブレイス,クマン人のヴァンブレース,
ui_nm_kuman_postr,Cuman harness,Kumánský postroj,クマン式ハーネス,クマン人のハーネス,
ui_nm_kuman_sisak,Cuman shishak,Šišák kumánský,クマン式シシャーク,クマン人のシシャク,
ui_nm_kuman_velitelska,Cuman Captain's helmet,Přilbice kumánského velitele,クマン式キャプテンヘルメット,クマン人の指揮官の兜,
ui_nm_kuman_zdob_sis,Ornamented Cuman shishak,Šišák kumánský zdobený,装飾されたクマン式シシャーク,クマン人の装飾されたシシャク,
ui_nm_kumani,The Cumans,O Kumánech,クマン人,クマン人,
ui_nm_kurfirti,The Prince-Electors,O kurfiřtech,選帝侯,選帝侯,
ui_nm_kut_kyrys,Kuttenberg cuirass,Kyrys kutnohorský,クッテンバーク式キュイラス,クッテンベルクのキュイラス,
ui_nm_kutnohor_ruka,Kuttenberg gauntlets,Rukavice kutnohorské,クッテンバーク式ガントレット,クッテンベルクのガントレット,
ui_nm_kyeser_authorization,Forged leave of absence,Propouštěcí dokument,偽造された不在書,偽造された不在書,
ui_nm_kyeser_employContract,Karel's commission,Smlouva s Kyeserem,カレルの委任状,カレルの委任状,
ui_nm_kytlice_001,Red tunic,Suknice červená,赤のチュニック,赤のチュニック,
ui_nm_kytlice_001_blue,Blue long-sleeved tunic,Suknice modrá s dlouhým rukávem,青のロングスリーブチュニック,青色の長袖のチュニック,
ui_nm_kytlice_001_brown,Yellow-grey tunic,Suknice žluto-šedá,灰色のチュニック,灰色のチュニック,
ui_nm_kytlice_001_dark,Yellow-grey tunic,Suknice žluto-šedá,灰色のチュニック,灰色のチュニック,
ui_nm_kytlice_001_green,Green tunic,Suknice zelená,緑のチュニック,緑のチュニック,
ui_nm_kytlice_001_green_fejfar,Green tunic,Suknice zelená,緑のチュニック,緑のチュニック,
ui_nm_kytlice_001_miparty_02,Red-yellow tunic,Suknice červeno-žlutá,赤と黄色のチュニック,赤と黄色のチュニック,
ui_nm_kytlice_001_miparty_03,Grey tunic,Suknice šedá,灰色のチュニック,灰色のチュニック,
ui_nm_kytlice_001_rattay,Yellow-brown tunic,Suknice žluto-hnědá,黄色と茶色のチュニック,黄色と茶色のチュニック,
ui_nm_kytlice_001_red,Red tunic,Suknice červená,赤のチュニック,赤のチュニック,
